platform,flightDirection,centerLat,centerLon,processingLevel,geometry
Sentinel-1B,DESCENDING,37.4486,-120.9719,METADATA_RAW,POINT (-120.9719 37.4486)
Sentinel-1B,DESCENDING,37.4486,-120.9719,RAW,POINT (-120.9719 37.4486)
Sentinel-1B,DESCENDING,37.6937,-121.0714,METADATA_SLC,POINT (-121.0714 37.6937)
Sentinel-1B,DESCENDING,37.6937,-121.0714,SLC,POINT (-121.0714 37.6937)
Sentinel-1B,DESCENDING,37.6958,-121.0894,GRD_HD,POINT (-121.0894 37.6958)
Sentinel-1B,DESCENDING,37.6958,-121.0894,METADATA_GRD_HD,POINT (-121.0894 37.6958)
Sentinel-1B,DESCENDING,37.6958,-121.0894,METADATA_OCN,POINT (-121.0894 37.6958)
Sentinel-1B,DESCENDING,37.6958,-121.0894,OCN,POINT (-121.0894 37.6958)
Sentinel-1B,ASCENDING,38.4872,-122.7218,METADATA_RAW,POINT (-122.7218 38.4872)
Sentinel-1B,ASCENDING,38.4872,-122.7218,RAW,POINT (-122.7218 38.4872)
Sentinel-1B,ASCENDING,36.9786,-122.3871,METADATA_RAW,POINT (-122.3871 36.9786)
Sentinel-1B,ASCENDING,36.9786,-122.3871,RAW,POINT (-122.3871 36.9786)
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),ascending,,,GUNW_UNW,POINT EMPTY
Sentinel-1B,ASCENDING,37.2313,-122.2623,METADATA_SLC,POINT (-122.2623 37.2313)
Sentinel-1B,ASCENDING,37.2313,-122.2623,SLC,POINT (-122.2623 37.2313)
Sentinel-1B,ASCENDING,37.2259,-122.2511,GRD_HD,POINT (-122.2511 37.2259)
Sentinel-1B,ASCENDING,37.2259,-122.2511,METADATA_GRD_HD,POINT (-122.2511 37.2259)
Sentinel-1B,ASCENDING,37.2259,-122.2511,METADATA_OCN,POINT (-122.2511 37.2259)
Sentinel-1B,ASCENDING,37.2259,-122.2511,OCN,POINT (-122.2511 37.2259)
Sentinel-1A,DESCENDING,37.3625,-123.0483,METADATA_RAW,POINT (-123.0483 37.3625)
Sentinel-1A,DESCENDING,37.3625,-123.0483,RAW,POINT (-123.0483 37.3625)
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1A,DESCENDING,37.6216,-123.1491,METADATA_SLC,POINT (-123.1491 37.6216)
Sentinel-1A,DESCENDING,37.6216,-123.1491,SLC,POINT (-123.1491 37.6216)
Sentinel-1A,DESCENDING,37.6088,-123.1601,GRD_HD,POINT (-123.1601 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1601,METADATA_GRD_HD,POINT (-123.1601 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1602,METADATA_OCN,POINT (-123.1602 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1602,OCN,POINT (-123.1602 37.6088)
Sentinel-1A,DESCENDING,38.871,-122.7121,METADATA_RAW,POINT (-122.7121 38.871)
Sentinel-1A,DESCENDING,38.871,-122.7121,RAW,POINT (-122.7121 38.871)
Sentinel-1A,DESCENDING,37.417,-120.979,METADATA_RAW,POINT (-120.979 37.417)
Sentinel-1A,DESCENDING,37.417,-120.979,RAW,POINT (-120.979 37.417)
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1A,DESCENDING,37.6656,-121.0815,METADATA_SLC,POINT (-121.0815 37.6656)
Sentinel-1A,DESCENDING,37.6656,-121.0815,SLC,POINT (-121.0815 37.6656)
Sentinel-1A,DESCENDING,37.665,-121.1019,GRD_HD,POINT (-121.1019 37.665)
Sentinel-1A,DESCENDING,37.665,-121.1019,METADATA_GRD_HD,POINT (-121.1019 37.665)
Sentinel-1A,DESCENDING,37.6651,-121.1027,METADATA_OCN,POINT (-121.1027 37.6651)
Sentinel-1A,DESCENDING,37.6651,-121.1027,OCN,POINT (-121.1027 37.6651)
Sentinel-1A,DESCENDING,37.3625,-123.0475,METADATA_RAW,POINT (-123.0475 37.3625)
Sentinel-1A,DESCENDING,37.3625,-123.0475,RAW,POINT (-123.0475 37.3625)
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1A,DESCENDING,37.6216,-123.1483,METADATA_SLC,POINT (-123.1483 37.6216)
Sentinel-1A,DESCENDING,37.6216,-123.1483,SLC,POINT (-123.1483 37.6216)
Sentinel-1A,DESCENDING,37.6088,-123.1592,GRD_HD,POINT (-123.1592 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1592,METADATA_GRD_HD,POINT (-123.1592 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1593,METADATA_OCN,POINT (-123.1593 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1593,OCN,POINT (-123.1593 37.6088)
Sentinel-1A,DESCENDING,38.871,-122.7114,METADATA_RAW,POINT (-122.7114 38.871)
Sentinel-1A,DESCENDING,38.871,-122.7114,RAW,POINT (-122.7114 38.871)
Sentinel-1A,DESCENDING,37.417,-120.9796,METADATA_RAW,POINT (-120.9796 37.417)
Sentinel-1A,DESCENDING,37.417,-120.9796,RAW,POINT (-120.9796 37.417)
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1A,DESCENDING,37.6659,-121.0819,METADATA_SLC,POINT (-121.0819 37.6659)
Sentinel-1A,DESCENDING,37.6659,-121.0819,SLC,POINT (-121.0819 37.6659)
Sentinel-1A,DESCENDING,37.6649,-121.1024,GRD_HD,POINT (-121.1024 37.6649)
Sentinel-1A,DESCENDING,37.6649,-121.1024,METADATA_GRD_HD,POINT (-121.1024 37.6649)
Sentinel-1A,DESCENDING,37.6651,-121.1033,METADATA_OCN,POINT (-121.1033 37.6651)
Sentinel-1A,DESCENDING,37.6651,-121.1033,OCN,POINT (-121.1033 37.6651)
Sentinel-1B,DESCENDING,37.4486,-120.9711,METADATA_RAW,POINT (-120.9711 37.4486)
Sentinel-1B,DESCENDING,37.4486,-120.9711,RAW,POINT (-120.9711 37.4486)
Sentinel-1B,DESCENDING,37.694,-121.0703,METADATA_SLC,POINT (-121.0703 37.694)
Sentinel-1B,DESCENDING,37.694,-121.0703,SLC,POINT (-121.0703 37.694)
Sentinel-1B,DESCENDING,37.6958,-121.0885,GRD_HD,POINT (-121.0885 37.6958)
Sentinel-1B,DESCENDING,37.6958,-121.0885,METADATA_GRD_HD,POINT (-121.0885 37.6958)
Sentinel-1B,DESCENDING,37.6958,-121.0885,METADATA_OCN,POINT (-121.0885 37.6958)
Sentinel-1B,DESCENDING,37.6958,-121.0885,OCN,POINT (-121.0885 37.6958)
Sentinel-1A,DESCENDING,37.3625,-123.0472,METADATA_RAW,POINT (-123.0472 37.3625)
Sentinel-1A,DESCENDING,37.3625,-123.0472,RAW,POINT (-123.0472 37.3625)
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1A,DESCENDING,37.6088,-123.1588,GRD_HD,POINT (-123.1588 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1588,METADATA_GRD_HD,POINT (-123.1588 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1589,METADATA_OCN,POINT (-123.1589 37.6088)
Sentinel-1A,DESCENDING,37.6088,-123.1589,OCN,POINT (-123.1589 37.6088)
Sentinel-1A,DESCENDING,37.622,-123.1477,METADATA_SLC,POINT (-123.1477 37.622)
Sentinel-1A,DESCENDING,37.622,-123.1477,SLC,POINT (-123.1477 37.622)
Sentinel-1A,DESCENDING,38.871,-122.7111,METADATA_RAW,POINT (-122.7111 38.871)
Sentinel-1A,DESCENDING,38.871,-122.7111,RAW,POINT (-122.7111 38.871)
Sentinel-1A,DESCENDING,37.417,-120.9794,METADATA_RAW,POINT (-120.9794 37.417)
Sentinel-1A,DESCENDING,37.417,-120.9794,RAW,POINT (-120.9794 37.417)
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_CON,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_UNW,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_STD,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_AMP,POINT EMPTY
Sentinel-1 Interferogram (BETA),descending,,,GUNW_COH,POINT EMPTY
